,Account Number,Latitude,Longitude,Legal Name,Address,FIPS,Tract,Block
668,417706,41.88508946,-87.63840559,"4C RIVERSIDE, LLC",150 N RIVERSIDE PLZ,170312801002000,280100,2000
669,418094,41.88175025,-87.65304946,PRIVATE LOFT EVENTS LLC,1-9 N CARPENTER ST 3 & 4,170318330001063,833000,1063
670,418537,41.87660328,-87.63383461,"MLCL GROUP, LLC",408-412 S WELLS ST 1,170318391002016,839100,2016
671,418621,41.87801449,-87.63318903,WOW BAO LLC,175 W JACKSON BLVD 1ST,170318391001107,839100,1107
672,419511,41.88719206,-87.64882807,"PUNCH BOWL CHICAGO WEST LOOP, LLC",310 N GREEN ST 1-2,170318330001021,833000,1021
673,420492,41.87406368,-87.62613531,MAI TAI INC,614 S WABASH AVE 1,170313206002003,320600,2003
674,422012,41.87146434,-87.62736909,BRATS LLC,825 S STATE ST 1,170313206002013,320600,2013
675,422353,41.87148773,-87.62736964,TACO MADRE STATE INC,823 S STATE ST 1,170313206002013,320600,2013
676,423006,41.87588847,-87.63188472,"IDM GROUP, LLC",440 S LA SALLE ST 40,170318391002020,839100,2020
677,424177,41.87811851,-87.62680983,JACKSON MARKET LLC,23 E JACKSON BLVD LL-1,170313204001034,320400,1034
