,License Id,Account Number,Legal Name,Doing Business As Name,Address,License Code,License Description,Latitude,Longitude,Business Type,FIPS,Tract,Block
17763,2500107,375593,"SOPHIA BAWANI, INC.",7 ELEVEN #36033A,801 S STATE ST,1781,Tobacco,41.87174547,-87.62737703,restaurant,170313206002013,320600,2013
41191,2579571,8970,"COMPASS GROUP USA, INC.",HYATT CENTER CAFE,71 S WACKER DR 2,1006,Retail Food Establishment,41.88071758,-87.63658911,grocery store,170318391001087,839100,1087
23472,2486704,375584,ALPESHKUMAR A GANDHI,ONE STOP MART,207 W JACKSON BLVD 1ST,1781,Tobacco,41.87800659,-87.63396691,restaurant,170318391002012,839100,2012
80053,2145402,325234,THE FULTON MARKET CO.,"""8 FIFTY 8""",858 W LAKE ST 1 & 2,1470,Tavern,41.88573771,-87.64975266,restaurant,170318330001024,833000,1024
83881,1859356,211029,"MAGZ 649, INC.",VILLAINS BAR & GRILL,649 S CLARK ST 1ST,1006,Retail Food Establishment,41.87360829,-87.63050029,grocery store,170318390001000,839000,1000
21209,1340020,4064,BILLY GOAT #2 INC,BILLY GOAT #2,309 W WASHINGTON ST,1781,Tobacco,41.8830946,-87.63563266,restaurant,170318391001054,839100,1054
20197,2185325,375593,"SOPHIA BAWANI, INC.",7 ELEVEN #36033A,801 S STATE ST,1781,Tobacco,41.87174547,-87.62737703,restaurant,170313206002013,320600,2013
95934,2010829,85584,CIRILO'S INC.,MCDONALD'S,230 S STATE ST  1,1006,Retail Food Establishment,41.87871974,-87.62783944,grocery store,170318391001091,839100,1091
79558,2374566,300607,"MOMMA AND JIMMY'S GENIE, INC.",TRADITION,160 N FRANKLIN ST,1481,Caterer's Liquor License,41.88480929,-87.63553584,restaurant,170318391001045,839100,1045
94223,1684549,10141,"PEPE""S RETAIL MEATS, INC.",PEREZ MEXICAN FOOD,853-855 W RANDOLPH ST 1ST,1006,Retail Food Establishment,41.88426142,-87.64953413,grocery store,170318330001048,833000,1048
76974,1918000,63694,THE GRANDMA GEBHARD COMPANY,RIVERS,30 S WACKER DR 1ST,1006,Retail Food Establishment,41.88140721,-87.63715509,grocery store,170318391001074,839100,1074
25944,1425335,261057,VAMA CORPORATION,GATWAY NEWSTANDS,128 S STATE ST,1781,Tobacco,41.87993865,-87.62786806,restaurant,170318391001090,839100,1090
72725,1524321,17964,CARMEN MORALES,LA COCINA RESTAURANT & BAR,406 S CLARK ST,1006,Retail Food Establishment,41.87670359,-87.63089140000001,grocery store,170318391002021,839100,2021
77235,1810158,62671,GRANT PARK PACKING CO,GRANT PARK PACKING CO.,842 W LAKE ST 1ST,1006,Retail Food Establishment,41.88574646,-87.64913984,grocery store,170318330001024,833000,1024
20982,1590357,271891,May Street Grocery Company,ARISTA FOODS,112 N MAY ST,1781,Tobacco,41.88340212,-87.65572529,restaurant,170318330002084,833000,2084
82086,1320726,78044,REZKO-CITADEL LP.,PANDA EXPRESS,30 N LA SALLE ST  100 E,1006,Retail Food Establishment,41.88269467,-87.63253143,grocery store,170318391001056,839100,1056
80118,1627067,21237,800 SOUTH MICHIGAN RESTAURANT,SAVOY BAR & GRILL,800 S MICHIGAN AVE  GR FL,1006,Retail Food Establishment,41.87181181,-87.62431550000001,grocery store,170313206002010,320600,2010
95550,1897762,308745,MP2 CORP.,SUBWAY,1000 W WASHINGTON BLVD 1,1006,Retail Food Establishment,41.88317184,-87.65213309999999,grocery store,170318330001053,833000,1053
69980,1852058,23430,"33 RESTAURANT, INC.",THE GRILLROOM,33 W MONROE ST  FIRST,1477,Outdoor Patio,41.88061601,-87.62904943,restaurant,170318391001081,839100,1081
41968,2582763,403986,BRIGHT CHICAGO GROUP LLC,PRAIRIE SCHOOL (LOWERL LEVEL) PS REGARDS TO EDITH (MAIN LEVEL),326 N MORGAN ST,1006,Retail Food Establishment,41.88764376,-87.65234452,grocery store,170318330001013,833000,1013
19958,1373007,206426,"N & M FOOD & LIQUOR, INC.",TAYLOR STREET FOOD & LIQUOR,1152 W TAYLOR ST,1781,Tobacco,41.86953213,-87.65634542,restaurant,170318333001029,833300,1029
79661,2145346,317594,"SIAM MEATS, INC.","SIAM MEATS, INC.",905 W FULTON MARKET  1ST,1007,Wholesale Food Establishment,41.88665599,-87.65005922,grocery store,170318330001019,833000,1019
84756,2312835,369191,"MINA 2 ENTERPRISE GROUP, INC.",7-ELEVEN #32889B,48 N WELLS ST 1ST,1474,Package Goods,41.88313178,-87.63400724,grocery store,170318391001055,839100,1055
77214,1764783,304104,"ANKH, INC","ANKH, INC",150 W CONGRESS PKWY CONCOURSE,1006,Retail Food Establishment,41.87569888,-87.63243633,grocery store,170318391002020,839100,2020
80574,2182061,313911,"WABASH STREET DEVELOPMENT, INC.",SUBWAY,604 S WABASH AVE 1ST FLOOR 1,1006,Retail Food Establishment,41.87426295,-87.62613998,grocery store,170313206002003,320600,2003
82660,1686768,32173,"1435 W. TAYLOR, INC.",THE DRUM & MONKEY,1435 W TAYLOR ST 1ST,1006,Retail Food Establishment,41.86920687,-87.66308737,grocery store,170312831001000,283100,1000
20266,1886534,85952,"A & B TOBACCO,  INC.",A & B TOBACCO INC,30 N LA SALLE ST  6TH,1781,Tobacco,41.88269467,-87.63253143,restaurant,170318391001056,839100,1056
86096,2189369,375916,ROBINSON AND PRIDE INC.,ROBINSON'S NO. 1 RIBS,201 N CLARK ST 1ST FC007,1006,Retail Food Establishment,41.88577122,-87.63082982,grocery store,170318391001023,839100,1023
7044,2511711,375959,WHM REVERE LLC,WYNDHAM GRAND CHICAGO RIVERFRONT,71 E WACKER DR 1-39,1477,Outdoor Patio,41.88775652,-87.62551819,restaurant,170313201002005,320100,2005
73002,1810505,63414,STARBUCKS CORPORATION,STARBUCKS COFFEE #2229,209 W JACKSON BLVD  1ST,1006,Retail Food Establishment,41.87800606,-87.63402203,grocery store,170318391002012,839100,2012
91122,1300981,254215,R SEDRAK CORPORATION,7-ELEVEN,29 E MADISON ST 1ST,1474,Package Goods,41.88196533,-87.62679322,grocery store,170313204001010,320400,1010
93600,2359084,269043,JAMBA JUICE COMPANY,JAMBA JUICE  #343,166 N STATE ST,1006,Retail Food Establishment,41.885027,-87.62807021,grocery store,170318391001038,839100,1038
89198,1806404,8970,"COMPASS GROUP USA, INC.",EUREST DINING SERVICES,321 S PLYMOUTH CT,1006,Retail Food Establishment,41.8775935,-87.62858706,grocery store,170318391001101,839100,1101
20537,1231135,4398,"LASTRADA, INC.","LASTRADA, INC.",151 N MICHIGAN AVE,1781,Tobacco,41.88454011,-87.62430852,restaurant,170313201002029,320100,2029
67810,2146985,370937,"LITTLE BRANCH CAFE & BAR, INC.",LITTLE BRANCH CAFE & BAR,1251 S PRAIRIE AVE 1,1006,Retail Food Establishment,41.86593104,-87.6214942,grocery store,170313301003000,330100,3000
92999,1538457,262721,WINDY CITY WRAPS INC,WINDY CITY WRAPS INC,188 W RANDOLPH ST  161,1006,Retail Food Establishment,41.88457966,-87.63375683,grocery store,170318391001043,839100,1043
80814,2179565,374696,DANGABSOF INC.,SOUTH LOOP MARKET,1331 S PRAIRIE AVE,1474,Package Goods,41.86512195,-87.62080972,grocery store,170313301003000,330100,3000
11498,2173845,66022,"COSI, INC.",COSI,233 N MICHIGAN AVE,1006,Retail Food Establishment,41.88656737,-87.62438467,grocery store,170313201002030,320100,2030
8927,2314215,352993,NEIGHBOR CAPITAL LLC,Neighbor Capital,5 S MICHIGAN AVE,4405,Mobile Food License,41.8819523,-87.62421468,restaurant,170313201001012,320100,1012
91397,1624709,7658,SHAYAN INC,DUNKIN' DONUTS,171 W VAN BUREN ST,1006,Retail Food Establishment,41.87675211,-87.63313434,grocery store,170318391002018,839100,2018
95923,1917142,15973,"9TH GFM, INC.",GRAND FOOD MART,400 E RANDOLPH ST 2ND,1006,Retail Food Establishment,41.88464637,-87.6172485,grocery store,170313201003011,320100,3011
40092,1923157,278,"THOMAS LIQUORS, INC.",HALF SOUR,755 S CLARK ST 1ST,1006,Retail Food Establishment,41.87236137,-87.63046721,grocery store,170318390001000,839000,1000
26994,2316605,82054,"MET PARTNERS, INC.",THE MINE MUSIC HALL,1431 W LAKE ST  MAIN,1471,Late Hour,41.88528666,-87.66343138,restaurant,170318330002030,833000,2030
21591,1429108,23725,RAMESH CHOKSHI,J R CONFECTIONERY #2,207 N WABASH AVE,1781,Tobacco,41.88593745,-87.62614542,restaurant,170313201002022,320100,2022
23063,2175131,314923,"PARI, INC.",GATEWAY NEWSTAND,222 S RIVERSIDE PLZ 1ST 160,1781,Tobacco,41.87858156,-87.63857867,restaurant,170312819001001,281900,1001
7648,2145241,307566,"KOCH MEAT CO., INC.",ASPEN FOODS,1016 W FULTON MARKET,1007,Wholesale Food Establishment,41.88683882,-87.6529333,grocery store,170318330001013,833000,1013
85670,2182327,333159,PHILMANIE'S CAFECITO INC.,CAFECITO,26 E CONGRESS PKWY 1,1006,Retail Food Establishment,41.8757876,-87.62663329,grocery store,170313204001033,320400,1033
89115,1242338,201245,"817 W. Lake St., Inc.","Chromium, Inc.",817-819 W LAKE ST,1470,Tavern,41.88554185,-87.64822896,restaurant,170318330001026,833000,1026
77077,1405945,3786,COUNTRY CORN LIMITED,COUNTRY CORN LTD,100 W RANDOLPH ST,1006,Retail Food Establishment,41.88458627,-87.63101045,grocery store,170318391001035,839100,1035
75032,1337921,1,BERGHOFF RESTAURANT COMPANY OF DELAWARE,BERGHOFF'S RESTAURANT,17 W ADAMS ST # 1ST,1006,Retail Food Establishment,41.87934194,-87.62841189,grocery store,170318391001091,839100,1091
75787,2059833,356787,"MISTA PIZZA III, LLC",MISTA PIZZA,134 N LA SALLE ST STOREFRONT,1006,Retail Food Establishment,41.88411127,-87.63257639,grocery store,170318391001042,839100,1042
74069,1406354,4474,CARAMELCRISP CORP.,GARRETT POPCORN SHOP,4 E MADISON ST,1006,Retail Food Establishment,41.88216119,-87.62771794,grocery store,170313201001017,320100,1017
91652,2216074,355521,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,BRIGHT HORIZONS CHICAGO CENTRAL LOOP,33 N LA SALLE ST 1ST. 120,1023,Children's Services Facility License,41.88279771,-87.63224208,school,170318391001064,839100,1064
74096,1534820,212340,TAG AND RELEASE INCORPORATED,THE OPTION ROOM,401 S LA SALLE ST,1470,Tavern,41.87681397,-87.63162266,restaurant,170318391002021,839100,2021
71328,1807122,17344,LEONIDAS (CHICAGO) INC,LEONIDAS,231 S LA SALLE ST  1,1006,Retail Food Establishment,41.87854293,-87.63212058,grocery store,170318391001098,839100,1098
95275,1761269,285703,"ONE SOUTH WACKER RESTAURANT GROUP, LLC",LLOYD'S CHICAGO RESTAURANT,1 S WACKER DR,1477,Outdoor Patio,41.88188623,-87.63661833,restaurant,170318391001072,839100,1072
19929,1442601,255036,"TRAVEL TRADERS HOTEL STORES, INC.",TRAVEL TRADERS #530,17 E MONROE ST,1781,Tobacco,41.88066458,-87.62708936,restaurant,170313204001011,320400,1011
76004,1925987,319455,L. RENEE RICHARDSON GROUP CREAMERY LLC,MARBLE SLAB CREAMERY,1241 S MICHIGAN AVE 1ST,1006,Retail Food Establishment,41.86633765,-87.62398187,grocery store,170313301001000,330100,1000
23356,1486141,86300,WABASH FOOD & LIQUOR INC,WABASH FOOD & LIQUOR INC,234 S WABASH AVE,1781,Tobacco,41.87867435,-87.6262423,restaurant,170313204001020,320400,1020
83303,1342191,8582,TASTE OF SIAM INC,TASTE OF SIAM INC,600 S DEARBORN ST 1ST,1006,Retail Food Establishment,41.87448117,-87.62935654,grocery store,170318390004002,839000,4002
79173,1691360,250660,"TATSU, INC.",TATSU,1062 W TAYLOR ST,1006,Retail Food Establishment,41.86957965,-87.65350906,grocery store,170318333001034,833300,1034
71461,1350219,85630,"LEONA'S PIZZERIA, INC.",LEONA'S PIZZERIA,1419 W TAYLOR ST,1006,Retail Food Establishment,41.86921805,-87.66241482,grocery store,170312831001000,283100,1000
21536,1435976,201675,"THE METROPOLITAN CLUB OF CHICAGO, INC.",THE PLAZA CLUB,130 E RANDOLPH ST,1781,Tobacco,41.88458837,-87.62327256,restaurant,170313201002034,320100,2034
71665,1411367,22928,"THE ANGEL'S SHARE, LTD.",RANDOLPH WINE CELLARS,1415 W RANDOLPH ST,1474,Package Goods,41.88404873,-87.66305613,grocery store,170318330002068,833000,2068
85754,1849925,8609,GAG'S INC,LUKE'S,215 W JACKSON BLVD,1006,Retail Food Establishment,41.87800432,-87.63418793,grocery store,170318391002012,839100,2012
84293,1495764,278481,RACINE JACKSON CORP.,UNION PARK LOUNGE,228 S RACINE AVE,1006,Retail Food Establishment,41.87819911,-87.65717828,grocery store,170318331002007,833100,2007
39800,1233222,8914,"TUSCANY RISTORANTE, INC.",TUSCANY RESTAURANT,1014-1018 W TAYLOR ST 1ST,1006,Retail Food Establishment,41.86960863,-87.65171626,grocery store,170318333001024,833300,1024
19923,1684754,13376,ROSETTE'S INC,ROSEBUD THEATRE DISTRICT,70 W MADISON ST,1781,Tobacco,41.88209337,-87.63039165,restaurant,170318391001076,839100,1076
83251,1493596,277260,"CANADY LE CHOCOLATIER, LTD",CANADY LE CHOCOLATIER,824 S WABASH AVE,1006,Retail Food Establishment,41.8714914,-87.62607612,grocery store,170313206002012,320600,2012
78024,1590930,280425,GOLDEN DELIGHTS,QUIZNO'S,1 N DEARBORN ST,1006,Retail Food Establishment,41.88202981,-87.62925644,grocery store,170318391001075,839100,1075
82038,2306477,267990,"THE SANDWICH SHOP, INC.",JIMMY JOHN'S,6 E MADISON ST,1006,Retail Food Establishment,41.88216757,-87.62765158,grocery store,170313201001017,320100,1017
5992,1533571,87212,"MAINSTAY MANAGEMENT, LLC",THE CHICAGO FIREHOUSE REST.,1401 S MICHIGAN AVE  BSMT/,1477,Outdoor Patio,41.8640026,-87.62393205,restaurant,170313301003008,330100,3008
96250,1256307,31556,CASPER FOOD SERVICE,CASPER FOOD SERVICE,310 N GREEN ST  1ST,1007,Wholesale Food Establishment,41.88719206,-87.64882807,grocery store,170318330001021,833000,1021
78674,1411432,23330,RUFUS MCCULLUM & SYED GILANI,REUNION CLUB,811-813 W LAKE ST,1006,Retail Food Establishment,41.88554631,-87.64796643,grocery store,170318330001026,833000,1026
83120,1924799,246206,"HOWLEW, INC.",HOWIE'S,1310 S WABASH AVE,1006,Retail Food Establishment,41.86539976,-87.62593557,grocery store,170313301001007,330100,1007
78121,1676312,299710,"HIGHLAND PARK CVS, L.L.C.",CVS/PHARMACY #5768,130 S CANAL ST,1474,Package Goods,41.87961627,-87.63976452,grocery store,170312819001003,281900,1003
75710,2311125,267891,FAZAL DEVELOPMENT NETWORK INC,Subway 21976,300 N MICHIGAN AVE,1006,Retail Food Establishment,41.8868758,-87.62468519,grocery store,170313201002015,320100,2015
80322,2189184,15538,TARGET CORPORATION,TARGET STORE T2781,1101 W JACKSON BLVD 2,1006,Retail Food Establishment,41.87772021,-87.65469,grocery store,170318331002010,833100,2010
72548,2347200,351919,"FFT@BP 30SW, LLC",FFT CAFE,30 S WACKER DR 7,1006,Retail Food Establishment,41.88140721,-87.63715509,grocery store,170318391001074,839100,1074
69501,1482866,22928,"THE ANGEL'S SHARE, LTD.",KAISER TIGER,1415 W RANDOLPH ST,1006,Retail Food Establishment,41.88404873,-87.66305613,grocery store,170318330002068,833000,2068
79468,2227370,217437,MCCORMICK & SCHMICK RESTAURANT CORP.,MCCORMICK & SCHMICK'S SEAFOOD RESTAURANT,1 E WACKER DR,1006,Retail Food Establishment,41.88670756,-87.62788348,grocery store,170313201002012,320100,2012
75357,1404694,202,NIMAK CORP,MONK'S PUB,205-207 W LAKE ST,1006,Retail Food Establishment,41.8856185,-87.63412236,grocery store,170318391001033,839100,1033
78838,1582522,16747,"GARLAND BLD. COFFEESHOP, INC.",HEAVEN ON SEVEN,111 N WABASH AVE 7 700,1006,Retail Food Establishment,41.88352649,-87.6260822,grocery store,170313201001015,320100,1015
78133,1199808,9290,MRS FIELDS ORGINAL COOKIES INC,MRS FIELDS BAKERY COOKIE CAFE,37 E ADAMS ST  1ST,1006,Retail Food Establishment,41.87940559,-87.62634358,grocery store,170313204001020,320400,1020
23252,2510027,379062,WELCOME VENTURES INC.,GATEWAY NEWSTAND,222 N LA SALLE ST 1ST LOBBY,1781,Tobacco,41.8863516,-87.63261395,restaurant,170318391001016,839100,1016
17516,1917671,43728,ROZI DISCOUNT INC,JUST SNACKS,201 N CLARK ST 2ND,1781,Tobacco,41.88577122,-87.63082982,restaurant,170318391001023,839100,1023
10710,1784400,85584,CIRILO'S INC.,MCDONALDS,233 W JACKSON BLVD,1006,Retail Food Establishment,41.87799905,-87.63468562,grocery store,170318391002013,839100,2013
18771,1228655,1,BERGHOFF RESTAURANT COMPANY OF DELAWARE,BERGHOFF'S RESTAURANT,17 W ADAMS ST # 1ST,1781,Tobacco,41.87934194,-87.62841189,restaurant,170318391001091,839100,1091
23652,2458448,405287,AL'S SHOP INCORPORATED,GATEWAY NEWSTANDS,311 S WACKER DR LOBBY 150,1781,Tobacco,41.87779165,-87.63652434,restaurant,170318391002014,839100,2014
93183,1283786,23736,"NAUMAN ENTERPRISES, INC",SIMPLY ELEGANT CATERING,35 W WACKER DR  21ST,1470,Tavern,41.88670967,-87.62930303,restaurant,170318391001020,839100,1020
80970,1805805,6257,TEN NORTH DEARBORN RESTAURANT CORPORATION,TRATTORIA #10,10 N DEARBORN ST,1470,Tavern,41.8822157,-87.62955625,restaurant,170318391001076,839100,1076
74119,2019628,267891,FAZAL DEVELOPMENT NETWORK INC,SUBWAY #25917,122 S MICHIGAN AVE,1006,Retail Food Establishment,41.88026337,-87.62450498,grocery store,170313204001013,320400,1013
87328,1852033,23343,JAPAN FOOD EXPRESS CO,TOKYO LUNCH BOXES & CATERING,37 N WELLS ST,1006,Retail Food Establishment,41.88289875,-87.63371109999999,grocery store,170318391001056,839100,1056
95031,1956340,63414,STARBUCKS CORPORATION,STARBUCKS COFFEE #289,10 S RIVERSIDE PLZ  130,1006,Retail Food Establishment,41.88166429,-87.63888744,grocery store,170312819003001,281900,3001
96061,1200635,15907,TRIANGULAR INC,POPEYES CHICKEN,17-19 S WABASH AVE,1006,Retail Food Establishment,41.88163119,-87.62605243,grocery store,170313204001009,320400,1009
23501,1297481,230392,"ARGENT-NOVAC, LLC",MARYSOL,812-816 W RANDOLPH ST,1781,Tobacco,41.88450758,-87.64802321,restaurant,170318330001029,833000,1029
78447,1582591,16964,RENAISSANCE HOTEL OPERATING COMPANY,RENAISSANCE CHICAGO HOTEL,1 W WACKER DR  CUISI,1006,Retail Food Establishment,41.88670423,-87.62805356,grocery store,170318391001020,839100,1020
71552,1485237,63785,M A ASSOCIATES,GATEWAY NEWSSTAND,33 W MONROE ST 1ST,1006,Retail Food Establishment,41.88061601,-87.62904943,grocery store,170318391001081,839100,1081
22920,2342911,16473,BOCKWINKEL'S FRESH EXPRESS,BOCKWINKEL'S,155 N HARBOR DR 1ST,1781,Tobacco,41.88475054,-87.61560396,restaurant,170313201004020,320100,4020
6612,1624421,6525,SOUTH LOOP CLUB INC,SOUTH LOOP CLUB INC,701 S STATE ST,1472,Music and Dance,41.87305558,-87.62741781,restaurant,170313206002005,320600,2005
71652,1381608,265894,"BUCKINGHAM'S CHICAGO, LLC",HERB N KITHCEN,720 S MICHIGAN AVE,1006,Retail Food Establishment,41.87279887,-87.62433781,grocery store,170313206002007,320600,2007
22876,1625807,14802,"LASALLE & RANDOLPH REST., LIMITED",CHEF PETROS RESTAURANT & BAKER,160 N LA SALLE ST 1ST,1781,Tobacco,41.8848189,-87.63257696,restaurant,170318391001043,839100,1043
89153,1745143,7032,WHITEHILL CORP,KASEY'S TAVERN,701 S DEARBORN ST,1470,Tavern,41.87332434,-87.62902170000001,restaurant,170318390004001,839000,4001
79526,1814364,281968,TOMATO HEAD RANDOLPH STREET LLC,TOMATO HEAD RANDOLPH STREET,945 W RANDOLPH ST,1006,Retail Food Establishment,41.88422708,-87.65151814,grocery store,170318330001046,833000,1046
66389,2129988,364604,Paul W Thompson,Paul W. Thompson Music,410 S MICHIGAN AVE 4 417,1690,Children's Activities Facilities,41.87670765,-87.62442948,school,170313204001032,320400,1032
74932,1244713,246289,"MANAR, INC.",HOAGIE HUT,178 N FRANKLIN ST,1006,Retail Food Establishment,41.8852892,-87.63554689,grocery store,170318391001032,839100,1032
19101,1684961,15779,"MORGAN MARKET, INC","MORGAN MARKET, INC",375 N MORGAN ST,1781,Tobacco,41.88896911,-87.6520881,restaurant,170318330001004,833000,1004
79001,2020041,302488,"ROSE DEARBORN, INC.",ROSEBUD PRIME,1 S DEARBORN ST,1477,Outdoor Patio,41.88193668,-87.62925348,restaurant,170318391001078,839100,1078
70101,2016310,312629,"RSTN, INC.","RSTN, INC.",20 N CLARK ST,1006,Retail Food Establishment,41.88243401,-87.63103701,grocery store,170318391001063,839100,1063
72813,2084073,360099,"PEPPERINO PIZZERIA, INC.",PEPPERINO PIZZERIA,1501 W MADISON ST 1ST,1006,Retail Food Establishment,41.88137665,-87.66449649,grocery store,170318331003011,833100,3011
24652,1663300,86929,THE CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,CORDI - MARIAN CENTER,1100 S MAY ST,1584,Day Care Center 2 - 6 Years,41.86798566,-87.65530728,school,170318333001036,833300,1036
89143,1810608,63414,STARBUCKS CORPORATION,STARBUCKS #2756,311 S WACKER DR,1006,Retail Food Establishment,41.87779165,-87.63652434,grocery store,170318391002014,839100,2014
86796,2309547,8970,"COMPASS GROUP USA, INC.",Chartwells @ DePaul University,1 E JACKSON BLVD 11,1006,Retail Food Establishment,41.87811016,-87.62753455,grocery store,170313204001035,320400,1035
43804,1301946,212036,"WHITE HEN PANTRY, INC.",WHITE HEN PANTRY #90 -0003-2,1 E 14TH PL,1006,Retail Food Establishment,41.86230191,-87.62722358,grocery store,170313301003013,330100,3013
40893,2576935,320943,"SHREEJI CHICAGO, INC.",GATEWAY NEWSTAND,33 N DEARBORN ST 1,1006,Retail Food Establishment,41.88280623,-87.62928149999999,grocery store,170318391001066,839100,1066
82876,1864621,291271,"H & J HARVEST, INC",MARKET CREATION,20 N WACKER DR 3RD,1006,Retail Food Establishment,41.88241091,-87.63717471,grocery store,170318391001058,839100,1058
76851,1428781,21237,800 SOUTH MICHIGAN RESTAURANT,SAVOY BAR & GRILL,800 S MICHIGAN AVE  GR FL,1006,Retail Food Establishment,41.87181181,-87.62431550000001,grocery store,170313206002010,320600,2010
77708,2363905,394609,DHC FOOD & BEVERAGE CORPORATION,MARRIOTT CHICAGO MEDICAL DISTRICT,625 S ASHLAND AVE 1-4,1477,Outdoor Patio,41.87343457,-87.66643368,restaurant,170318329001009,832900,1009
85025,1750473,39251,"SELECTIVE PUBLISHING, INC.",WET,209 W LAKE ST,1471,Late Hour,41.88561956,-87.63427571,restaurant,170318391001033,839100,1033
71309,1635439,201675,"THE METROPOLITAN CLUB OF CHICAGO, INC.",THE PLAZA CLUB,130 E RANDOLPH ST,1006,Retail Food Establishment,41.88458837,-87.62327256,grocery store,170313201002034,320100,2034
69909,2181930,305360,"PANOZZO'S ITALIAN SPECIALTIES, INC.",PANOZZO'S ITALIAN SPECIALTIES,1303 S MICHIGAN AVE 1,1006,Retail Food Establishment,41.86564878,-87.62396518,grocery store,170313301001010,330100,1010
68123,2315594,8869,"NEALEY'S FOODS, INC.",NEALEY FOODS INCORPORATED,900-910 W FULTON MARKET   1,1007,Wholesale Food Establishment,41.88687698,-87.64990143,grocery store,170318330001074,833000,1074
42084,2582048,370772,NAYAK PROPERTIES LLC,NP LOBBY SHOP,111 W MONROE ST 1 1,1006,Retail Food Establishment,41.88058227,-87.63120101,grocery store,170318391001083,839100,1083
17669,1646041,296647,WELLS STREET DELI AND CAFE,WELLS STREET DELI AND CAFE,186 N WELLS ST,1006,Retail Food Establishment,41.88545388,-87.634069,grocery store,170318391001033,839100,1033
81968,1807681,23393,"CALIFORNIA PIZZA KITCHEN, INC.",CALIFORNIA PIZZA KITCHEN ASAP,30 N LA SALLE ST 1ST 100H,1477,Outdoor Patio,41.88269467,-87.63253143,restaurant,170318391001056,839100,1056
19463,1727009,62856,KANTILAL R PITHADIA,KANTI TOBACCO & GIFT INC,225 W WASHINGTON ST  1ST,1781,Tobacco,41.88309916,-87.63460036,restaurant,170318391001055,839100,1055
89029,1486823,221829,HEISNER ENTERPRISES,MCDONALDS # 7463,1400 S LAKE SHORE DR,1006,Retail Food Establishment,41.86403564,-87.61929707,grocery store,170313301004013,330100,4013
88583,1885798,32101,"MARSHALL FIELD'S CHICAGO, INC.",MACY'S,111 N STATE ST,1006,Retail Food Establishment,41.88347312,-87.62772975,grocery store,170313201001016,320100,1016
86010,1434685,64455,"325 S. FRANKLIN, INC",AROUND THE CORNER,325 S FRANKLIN ST 1ST,1006,Retail Food Establishment,41.87748908,-87.63504471,grocery store,170318391002013,839100,2013
68478,1505405,81365,"SODEXO AMERICA, LLC",BUBBLE NET,1200 S LAKE SHORE DR,1006,Retail Food Establishment,41.86748423,-87.61915038,grocery store,170313301004012,330100,4012
20486,2024809,275882,"RANDOLPH FOOD ENTERPRISES, INC.",S & S Restaurant,823 W RANDOLPH ST,1781,Tobacco,41.88428084,-87.64845424,restaurant,170318330001049,833000,1049
75468,2019081,63557,23 E ADAMS STREET CORP,MILLER'S PUB & RESTAURANT,134 S WABASH AVE 1ST,1006,Retail Food Establishment,41.87994706,-87.62629031,grocery store,170313204001011,320400,1011
19862,1448013,271253,SANDHYA  R. PATEL,OM LOBBY SHOP,105 W ADAMS ST 1ST,1781,Tobacco,41.87930273,-87.63100222,restaurant,170318391001093,839100,1093
82115,1236618,23676,"WENDY'S OLD FASHIONED HAMBURGERS OF NEW YORK, INC",WENDY'S OLD FASHIONED HAMBURGERS #000993,23 S WABASH AVE,1006,Retail Food Establishment,41.88148597,-87.6260471,grocery store,170313204001009,320400,1009
95645,2135555,54205,"SOPRAFFINA, INC.",SOPRAFFINA,10 N DEARBORN ST,1006,Retail Food Establishment,41.8822157,-87.62955625,grocery store,170318391001076,839100,1076
67922,1627375,23452,TYPHOON ILLINOIS CENTER INC,CAFE TYPHOON,211 N STETSON AVE,1006,Retail Food Establishment,41.88602728,-87.62216627,grocery store,170313201002032,320100,2032
94803,2094105,357771,"BOTTLENECK 100, LLC",SOUTH BRANCH,100 S WACKER DR 1ST,1477,Outdoor Patio,41.88055703,-87.63713178,restaurant,170318391002003,839100,2003
76145,1561346,78044,REZKO-CITADEL LP.,PANDA EXPRESS,77 E ADAMS ST MAIN,1006,Retail Food Establishment,41.87943624,-87.62485436,grocery store,170313204001014,320400,1014
19008,1633513,63316,RUPAK CORPORATION,RUPAK CORPORATION,216 W JACKSON BLVD  LOBBY,1781,Tobacco,41.87822324,-87.63424738,restaurant,170318391002008,839100,2008
72395,2138479,15538,TARGET CORPORATION,TARGET (STORE T-2799),1 S STATE ST 1&2,1474,Package Goods,41.881995200000006,-87.62764725,grocery store,170313204001010,320400,1010
85027,2307913,22928,"THE ANGEL'S SHARE, LTD.",KAISER TIGER,1415 W RANDOLPH ST,1477,Outdoor Patio,41.88404873,-87.66305613,restaurant,170318330002068,833000,2068
75715,2268726,364604,Paul W Thompson,Paul W. Thompson Music,410 S MICHIGAN AVE 4 417,1023,Children's Services Facility License,41.87670765,-87.62442948,school,170313204001032,320400,1032
83405,2010085,17658,"CARIBOU COFFEE COMPANY, INC.",CARIBOU COFFEE  #1251,222 S RIVERSIDE PLZ 1,1006,Retail Food Establishment,41.87858156,-87.63857867,grocery store,170312819001001,281900,1001
80132,1417964,64451,"CONGRESS PLAZA HOTEL, LLC",THE CONGRESS HOTEL,520 S MICHIGAN AVE,1006,Retail Food Establishment,41.87525983,-87.62439667,grocery store,170313204001040,320400,1040
