ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
1597318-20051006,1597318,292333,1,"B2B STRATEGIC SOLUTIONS, INC.",B2B STRATEGIC SOLUTIONS INC,35 E WACKER DR  3450,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,1597318,ISSUE,06/07/2005,10/05/2005,10/05/2005,N,10/06/2005,11/15/2006,10/05/2005,10/06/2005,AAC,08/03/2006,1,41.886831512,-87.626556085,"(41.886831512316874, -87.62655608493642)"
2093703-20120916,2174803,297574,2,"FAITHFUL+GOULD, INC.","FAITHFUL+GOULD, INC.",230 W MONROE ST 23 2300,CHICAGO,IL,60606,42,49,42-49,1,1010,Limited Business License,,,2093703,RENEW,,07/16/2012,07/25/2012,N,09/16/2012,09/15/2014,07/25/2012,07/26/2012,AAC,10/31/2013,,41.880757159,-87.634709298,"(41.88075715864721, -87.6347092983425)"
26679-20011116,1189342,85952,4,"A & B TOBACCO,  INC.",A & B TOBACCO,1 S WACKER DR 1ST,CHICAGO,IL,60606,42,12,42-12,1,1006,Retail Food Establishment,,,26679,RENEW,,10/03/2001,,N,11/16/2001,11/16/2001,06/10/2002,06/11/2002,AAC,04/02/2003,,41.881886227,-87.63661833,"(41.88188622746245, -87.63661833048015)"
1354446-20061116,1758511,262430,1,"NICK QUICK MART, INC.","NICKY, NEWSTAND",203 N LA SALLE ST  G12,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,1354446,RENEW,,09/20/2006,12/11/2006,N,11/16/2006,11/15/2007,12/11/2006,12/11/2006,AAC,10/31/2007,,41.885822048,-87.632303735,"(41.885822047853026, -87.63230373508567)"
2007998-20140916,2347067,348807,7,"ACCELERATED HEALTH SYSTEMS, LLC",ACCELERATED REHABILITATION CENTERS,8 S MICHIGAN AVE 2ND 210,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,2007998,RENEW,,07/15/2014,09/03/2014,N,09/16/2014,09/15/2016,09/03/2014,04/15/2015,AAC,01/13/2016,,41.881899523,-87.624507008,"(41.881899523318246, -87.62450700789667)"
2125708-20111110,2125708,367691,1,EDWARD SCOTT LLC,EDWARD SCOTT LLC,1456 S HALSTED ST 2ND,CHICAGO,IL,60607,11,29,11-29,12,1012,Home Occupation,,,2125708,ISSUE,11/09/2011,11/09/2011,11/09/2011,N,11/10/2011,11/15/2013,11/09/2011,11/10/2011,AAC,12/29/2012,,41.861950972,-87.646913541,"(41.86195097208893, -87.64691354130106)"
1770185-20080916,1919685,311655,1,KAMAI INCORPORATED,KFC/PIZZA HUT,60 E LAKE ST,CHICAGO,IL,60601,42,9,42-9,1,1006,Retail Food Establishment,,,1770185,RENEW,,07/15/2008,10/22/2008,N,09/16/2008,09/15/2010,10/22/2008,10/28/2008,AAC,03/17/2010,,41.885838452,-87.625841646,"(41.8858384517594, -87.62584164558255)"
1245745-20030816,1375496,243732,1,ALLIED WASTE INDUSTRIES INC,JOHN SPOT PORTABLE SERVICES,1220 W CARROLL AVE,CHICAGO,IL,60607,27,33,27-33,12,1676,"Scavenger, Private",,,1245745,RENEW,,06/24/2003,12/19/2003,N,08/16/2003,08/15/2004,12/22/2003,03/19/2004,AAC,08/10/2004,,41.887803246,-87.657738003,"(41.88780324631944, -87.65773800320909)"
2054929-20100914,2054929,308283,2,"WOODLAWN PARK II, LLC","WOODLAWN PARK II, LLC",225 N COLUMBUS DR  100,CHICAGO,IL,60601,42,50,42-50,1,1020,Residential Real Estate Developer,,,2054929,ISSUE,08/31/2010,09/14/2010,09/14/2010,N,09/14/2010,09/15/2012,09/14/2010,09/14/2010,AAC,12/31/2012,,41.886373138,-87.62054303,"(41.88637313825587, -87.62054303016784)"
1272552-20120316,2135278,26372,2,"THEO'S JEWELERS, LTD.",THEO'S,29 E MADISON ST,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,1272552,RENEW,,01/17/2012,02/29/2012,N,03/16/2012,03/15/2014,02/29/2012,03/01/2012,AAC,10/18/2012,1,41.88196533,-87.626793222,"(41.881965330252534, -87.62679322159418)"
1954684-20090210,1954684,339968,1,"INTELLISHARE, LLC.","INTELLISHARE, LLC",954 W WASHINGTON BLVD 2ND,CHICAGO,IL,60607,27,57,27-57,12,1010,Limited Business License,,,1954684,ISSUE,02/10/2009,02/10/2009,02/10/2009,N,02/10/2009,05/15/2010,02/10/2009,02/10/2009,AAC,04/28/2010,,41.883175923,-87.651928734,"(41.8831759233391, -87.6519287344125)"
1595849-20050601,1595849,291471,2,CARAMELCRISP LLC,GARRETT'S POPCORN SHOPS,26 E RANDOLPH ST,CHICAGO,IL,60601,42,9,42-9,1,1006,Retail Food Establishment,,,1595849,ISSUE,05/16/2005,05/17/2005,05/17/2005,N,06/01/2005,05/15/2006,05/31/2005,06/01/2005,AAC,03/10/2006,1,41.884603513,-87.626973229,"(41.88460351257023, -87.62697322870461)"
1740992-20070516,1814320,281367,2,IIT   INC,EXPETEC CHICAGO LOOP,24 N ADA ST  24B,CHICAGO,IL,60607,27,7,27-7,12,1012,Home Occupation,,,1740992,RENEW,,03/23/2007,04/18/2007,N,05/16/2007,05/15/2008,04/18/2007,04/19/2007,AAC,06/05/2007,,41.882268559,-87.660727184,"(41.882268559036326, -87.66072718404797)"
1248453-20110316,2074884,5688,13,"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",American Express Travel Service,55 W MONROE ST 1 100E,CHICAGO,IL,60603,42,9,42-9,1,1133,Broker,,,1248453,RENEW,,01/14/2011,03/22/2011,N,03/16/2011,03/15/2013,03/22/2011,05/26/2011,AAC,06/21/2012,,41.880598955,-87.629907391,"(41.880598955013355, -87.62990739051766)"
19232-20031116,1429996,28722,1,NEW OFFICE CAREERS,NEW OFFICE TEMPS,1 E WACKER DR # 2400,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,19232,RENEW,,09/26/2003,11/17/2003,N,11/16/2003,11/15/2004,11/17/2003,11/18/2003,AAC,10/28/2004,1,41.886707555,-87.627883478,"(41.886707555069805, -87.6278834784023)"
1542606-20051116,1642211,282702,1,"BAJA FRESH WESTLAKE VILLAGE, INC",BAJA FRESH MEXICAN GRILL 302,180 N MICHIGAN AVE 1,CHICAGO,IL,60601,42,9,42-9,1,1006,Retail Food Establishment,,,1542606,RENEW,,09/22/2005,11/07/2005,N,11/16/2005,11/15/2006,11/07/2005,11/07/2005,AAC,11/01/2006,,41.885253769,-87.624634731,"(41.885253768653754, -87.62463473109302)"
1898016-20101016,2052275,286047,3,NORTHSHORE LA PARTNERSHIP,CHICAGO TICKET CONNECTION,300 W ADAMS ST 1ST,CHICAGO,IL,60606,42,12,42-12,1,1133,Broker,,,1898016,RENEW,,08/16/2010,10/02/2010,N,10/16/2010,10/15/2012,10/02/2010,10/04/2010,AAC,08/03/2012,,41.879477859,-87.635311026,"(41.87947785944255, -87.63531102568936)"
1974693-20120516,2143066,2826,1,"FABBRI SAUSAGE MFG. CO., INC.",FABBRI SAUSAGE MFG CO,166 N ABERDEEN ST,CHICAGO,IL,60607,27,7,27-7,12,1008,Hazardous Materials,,,1974693,RENEW,,03/15/2012,05/10/2012,N,05/16/2012,05/15/2014,05/10/2012,05/10/2012,AAC,12/29/2012,,41.885025824,-87.654605922,"(41.88502582436289, -87.65460592239103)"
1802419-20070228,1802419,291811,2,"BARHORST  &  ASSOCIATES, P.C.",BARHORST & ASSOCIATES PC,180 N LA SALLE ST 21ST 2105,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,1802419,ISSUE,02/22/2007,02/22/2007,02/22/2007,N,02/28/2007,11/15/2008,02/22/2007,02/28/2007,AAC,04/24/2008,,41.885444388,-87.632582135,"(41.8854443881431, -87.6325821348462)"
15156-20140516,2316007,27687,1,SANG Y PARK,ROOSEVELT SALES,621 W ROOSEVELT RD,CHICAGO,IL,60607,11,28,11-28,1,1010,Limited Business License,,,15156,RENEW,,03/15/2014,03/21/2014,N,05/16/2014,05/15/2016,03/21/2014,03/24/2014,AAC,11/10/2014,,41.867098699,-87.642995456,"(41.86709869894253, -87.64299545559071)"
69480-20051116,1624402,6428,3,WEST PUBLISHING CORPORATION,WEST GROUP,161 N CLARK ST  2000,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,69480,RENEW,,09/22/2005,11/30/2005,N,11/16/2005,11/15/2006,01/04/2006,01/05/2006,AAC,02/14/2006,,41.884779705,-87.630800667,"(41.884779704626446, -87.63080066748626)"
44216-20050516,1580745,3527,1,ISPAT INLAND INC.,INLAND STEEL CO,30 W MONROE ST,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,44216,RENEW,,03/23/2005,04/22/2005,N,05/16/2005,05/15/2006,04/22/2005,04/25/2005,AAC,03/21/2006,1,41.880838616,-87.628901944,"(41.88083861588338, -87.62890194445242)"
1889039-20080916,1918100,65465,36,"7-ELEVEN, INC.",7-ELEVEN,1524 W TAYLOR ST,CHICAGO,IL,60607,28,29,28-29,12,1006,Retail Food Establishment,,,1889039,RENEW,,07/15/2008,09/12/2008,N,09/16/2008,09/15/2010,09/12/2008,09/15/2008,AAC,05/12/2009,,41.869393639,-87.665152388,"(41.86939363940578, -87.66515238810635)"
72516-20080416,1889941,47774,1,DAVID CSICSKO,DAVID CSICSKO ILLUSTRATION,220 S STATE ST  1930,CHICAGO,IL,60604,42,9,42-9,1,1010,Limited Business License,,,72516,RENEW,,02/19/2008,05/01/2008,N,04/16/2008,04/15/2010,05/01/2008,05/02/2008,AAC,07/28/2009,1,41.878972044,-87.627845914,"(41.87897204429376, -87.62784591423893)"
1576597-20051116,1643324,287611,1,"KERACURE, INC.",KERACURE,101 N WACKER DR  610,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,1576597,RENEW,,09/22/2005,10/06/2005,N,11/16/2005,11/15/2006,10/06/2005,10/06/2005,AAC,08/14/2006,,41.883234348,-87.636649062,"(41.88323434776848, -87.6366490618587)"
2594-20100916,2044144,24501,1,ANINA TRAVEL SERVICE INC,ANINA TRAVEL SERVICE INC,180 N LA SALLE ST  106,CHICAGO,IL,60601,42,9,42-9,1,1133,Broker,,,2594,RENEW,,07/15/2010,08/27/2010,N,09/16/2010,09/15/2012,08/27/2010,08/30/2010,AAC,07/06/2012,,41.885444388,-87.632582135,"(41.8854443881431, -87.6325821348462)"
16661-20000816,1041643,86661,1,C & S STORE FIXTURES INC.,C AND S STORE FIXTURE INC,1301 W MADISON ST,CHICAGO,IL,60607,27,17,27-17,12,1010,Limited Business License,,,16661,RENEW,07/06/2000,,,N,08/16/2000,09/18/2001,10/16/2002,10/17/2002,AAC,04/02/2003,,41.881463025,-87.65966035,"(41.88146302536488, -87.65966034955883)"
1446283-20100416,2019676,270473,1,ESHE HAIR SALON & DAY SPA INC.,ESHE HAIR SALON AND DAY SPA,8 S MICHIGAN AVE  200,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1446283,RENEW,,02/11/2010,04/23/2010,N,04/16/2010,04/15/2012,04/23/2010,04/26/2010,AAC,01/05/2011,,41.881899523,-87.624507008,"(41.881899523318246, -87.62450700789667)"
17503-20051116,1624608,7098,1,LEVY TOWER LIMITED PARTNERSHIP,DOS HERMANOS,233 S WACKER DR,CHICAGO,IL,60606,42,12,42-12,1,1475,Consumption on Premises - Incidental Activity,,,17503,RENEW,,09/22/2005,11/03/2005,N,11/16/2005,11/15/2006,11/10/2005,11/14/2005,AAC,02/23/2006,,41.878560154,-87.636523872,"(41.87856015362371, -87.63652387205532)"
29237-20050516,1585648,53364,1,EVANGELINE FRAISE,EVANGELINE'S BRAIDING CLINIC,220 S STATE ST  1320,CHICAGO,IL,60604,42,9,42-9,1,1010,Limited Business License,,,29237,RENEW,,03/23/2005,05/12/2005,N,05/16/2005,05/15/2006,05/12/2005,02/09/2006,AAC,03/28/2006,1,41.878972044,-87.627845914,"(41.87897204429376, -87.62784591423893)"
1120717-20021116,1295313,209999,1,ICM COMPONENTS LLC,METROMART NEWSSTAND,203 N LA SALLE ST  G12,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,1120717,RENEW,,09/24/2002,11/13/2002,N,11/16/2002,11/15/2003,11/13/2002,11/22/2002,AAC,04/28/2003,,41.885822048,-87.632303735,"(41.885822047853026, -87.63230373508567)"
1246768-20021116,1298438,247397,1,KUJTIM TALI,ADS - TELEKOS,1180 S PLYMOUTH CT  1-SW,CHICAGO,IL,60605,4,11,4-11,1,1012,Home Occupation,,,1246768,RENEW,,09/24/2002,11/12/2002,N,11/16/2002,11/15/2003,11/12/2002,11/14/2002,AAC,11/06/2003,,41.867911619,-87.628678875,"(41.867911619004936, -87.62867887487478)"
1917-20120916,2173691,62544,17,HYATT CORPORATION,HYATT REGENCY CHICAGO,151 E WACKER DR  LOBBY,CHICAGO,IL,60601,42,44,42-44,1,1370,Hotel,,,1917,RENEW,,07/16/2012,08/09/2012,N,09/16/2012,09/15/2014,08/09/2012,08/10/2012,AAC,12/29/2012,,41.887999887,-87.622565133,"(41.88799988734853, -87.62256513255957)"
1997647-20120516,2143586,19386,2,"CHICAGO AUTO CENTER, LTD.",CHICAGO AUTO CENTER,1125 W VAN BUREN ST 1,CHICAGO,IL,60607,25,16,25-16,12,1010,Limited Business License,,,1997647,RENEW,,03/15/2012,04/06/2012,N,05/16/2012,05/15/2014,04/06/2012,04/09/2012,AAC,12/29/2012,,41.876437744,-87.655448985,"(41.876437744036224, -87.65544898515934)"
1717197-20120916,2173563,52738,5,KEE CHANG,SUE'S HALLMARK,111 W WASHINGTON ST  L12,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,1717197,RENEW,,07/16/2012,09/14/2012,N,09/16/2012,09/15/2014,09/14/2012,09/14/2012,AAC,08/06/2014,,41.883100962,-87.631263221,"(41.88310096249641, -87.63126322078455)"
54735-20021116,1290758,57410,1,"KOWALENKO CONSULTING GROUP, INC.",KOWALENKO & BILOTTI INC,300 W WASHINGTON ST  601,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,54735,RENEW,,09/24/2002,10/11/2002,N,11/16/2002,11/15/2003,10/11/2002,10/15/2002,AAC,03/18/2003,,41.883314912,-87.635416036,"(41.88331491225861, -87.63541603638117)"
1884601-20080118,1884601,326196,1,"FUTURES MAGAZINE, INC.","FUTURES MAGAZINE, INC.",111 W JACKSON BLVD 22ND 2210,CHICAGO,IL,60604,42,49,42-49,1,1010,Limited Business License,,,1884601,ISSUE,01/10/2008,01/17/2008,01/17/2008,N,01/18/2008,04/15/2010,01/17/2008,01/18/2008,AAC,04/04/2008,,41.878034428,-87.631171407,"(41.87803442833617, -87.63117140697915)"
33776-20040816,1416222,54017,1,EDWARD J BARRETT,BARRETT & BARRETT,5 N WABASH AVE 2 204,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,33776,RENEW,,06/30/2004,07/26/2004,N,08/16/2004,05/15/2005,07/26/2004,07/27/2004,AAC,04/25/2005,,41.882224326,-87.626071436,"(41.882224325823685, -87.62607143584718)"
1595488-20050525,1595488,89020,28,"FEDEX OFFICE AND PRINT SERVICES, INC.",FEDEX KINKO'S #4528,35 S MICHIGAN AVE,CHICAGO,IL,60603,42,44,42-44,1,1010,Limited Business License,,,1595488,ISSUE,05/11/2005,05/23/2005,05/24/2005,N,05/25/2005,02/15/2006,05/24/2005,05/25/2005,AAC,06/14/2005,,41.881229852,-87.624195254,"(41.8812298517329, -87.62419525435489)"
66154-20021116,1288342,43542,1,TALPX INC,TALPX,303 W MADISON ST  300,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,66154,RENEW,,09/24/2002,11/12/2002,N,11/16/2002,11/15/2003,11/12/2002,11/13/2002,AAC,07/02/2003,,41.881822494,-87.635436571,"(41.881822493770215, -87.6354365710274)"
1717049-20071116,1866157,302147,1,MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC.,MERRILL LYNCH CAPITAL,222 N LA SALLE ST 16TH,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,1717049,RENEW,,09/21/2007,10/13/2007,N,11/16/2007,09/15/2008,10/13/2007,10/15/2007,AAC,08/04/2008,,41.886351604,-87.632613946,"(41.886351604488574, -87.63261394551859)"
1070210-20030816,1363323,27992,2,AL-ROB'S FASHIONS INC,AL-ROB'S FASHION INC.,560 W ROOSEVELT RD,CHICAGO,IL,60607,25,28,25-28,1,1010,Limited Business License,,,1070210,RENEW,,06/24/2003,07/22/2003,N,08/16/2003,08/15/2004,07/22/2003,07/23/2003,AAC,08/05/2004,,41.867337102,-87.641678015,"(41.86733710163298, -87.6416780148389)"
1246038-20021210,1246038,246988,1,NANOINK INC,"NanoInk, Inc.",1436 W RANDOLPH ST 4 402,CHICAGO,IL,60607,27,33,27-33,12,1010,Limited Business License,,,1246038,ISSUE,05/07/2002,12/04/2002,12/05/2002,N,12/10/2002,08/15/2003,12/09/2002,12/10/2002,AAC,05/12/2003,,41.884385126,-87.663479941,"(41.88438512621228, -87.66347994097463)"
2141780-20120607,2141780,370129,1,JTB CHICAGO INC,SYLVAN LEARNING CENTER,723 W MAXWELL ST 1ST,CHICAGO,IL,60607,11,3,11-3,12,1690,Children's Activities Facilities,,,2141780,ISSUE,02/29/2012,03/19/2012,03/19/2012,N,06/07/2012,06/15/2014,06/06/2012,06/07/2012,AAC,12/29/2012,,41.864685058,-87.645977507,"(41.86468505810582, -87.64597750689744)"
1121710-20011116,1187976,65224,12,"GVS VIDEO LEASE, INC","GVS Video Lease, Inc.",175 N HARBOR DR,CHICAGO,IL,60601,42,52,42-52,1,1010,Limited Business License,,,1121710,RENEW,,10/03/2001,02/08/2002,N,11/16/2001,02/15/2003,02/08/2002,02/08/2002,AAC,12/20/2002,,41.885663892,-87.615625008,"(41.88566389201629, -87.61562500794805)"
2065309-20141116,2357991,357902,1,"Urban Retail Properties, LLC","Urban Retail Properties, LLC",111 W WACKER DR 24 2400,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,2065309,RENEW,,09/15/2014,10/20/2014,N,11/16/2014,11/15/2016,10/20/2014,10/21/2014,AAC,02/23/2015,,41.886706919,-87.631352471,"(41.886706918965025, -87.63135247096261)"
1677512-20100916,2046153,300204,1,"INVESTOR'S BUSINESS DAILY, INC.",INVESTOR'S BUSINESS DAILY,200 W ADAMS ST  2215,CHICAGO,IL,60606,42,49,42-49,1,1010,Limited Business License,,,1677512,RENEW,,07/15/2010,09/07/2010,N,09/16/2010,09/15/2012,09/24/2010,09/27/2010,AAC,07/29/2011,,41.879495472,-87.633829661,"(41.879495472483235, -87.63382966060512)"
1042959-20070516,1811108,81813,2,FAR LLP,RUSHMORE,1023 W LAKE ST 1ST #,CHICAGO,IL,60607,27,57,27-57,12,1475,Consumption on Premises - Incidental Activity,,,1042959,RENEW,,03/23/2007,05/11/2007,N,05/16/2007,05/15/2008,05/11/2007,05/21/2007,AAC,02/08/2008,,41.88545575,-87.653156306,"(41.88545575025288, -87.65315630579407)"
1768179-20061124,1768179,288311,12,"STAPLES THE OFFICE SUPERSTORE EAST , INC.",STAPLES THE OFFICE SUPERSTORE #1730,130 S ASHLAND AVE 1,CHICAGO,IL,60607,28,60,28-60,12,1010,Limited Business License,,,1768179,ISSUE,10/20/2006,11/24/2006,11/24/2006,N,11/24/2006,11/15/2007,11/24/2006,11/24/2006,AAC,09/06/2007,,41.879200696,-87.666899718,"(41.87920069616198, -87.66689971845325)"
1646285-20051115,1646285,296741,1,"KOHAN KAKU, CORPORATION",KOHAN JAPANESE RESTAURANT,730 W MAXWELL ST,CHICAGO,IL,60607,11,3,11-3,12,1006,Retail Food Establishment,,,1646285,ISSUE,10/13/2005,10/19/2005,10/19/2005,N,11/15/2005,05/15/2006,11/14/2005,11/15/2005,AAC,08/31/2007,,41.864901572,-87.646292291,"(41.86490157227488, -87.64629229053516)"
1648671-20071116,1865486,298020,1,"BLM-CHICAGO, LLC",Hard Rock Hotel,230 N MICHIGAN AVE,CHICAGO,IL,60601,42,9,42-9,1,1050,Public Place of Amusement,,,1648671,RENEW,,09/21/2007,11/14/2007,N,11/16/2007,09/15/2008,11/16/2007,11/16/2007,AAC,10/19/2012,,41.886517289,-87.624677686,"(41.886517288719745, -87.62467768642945)"
2457-20080916,1916755,2715,1,HARRY HEFTMAN,LITTLE SNACK SHOP,300 W RANDOLPH ST,CHICAGO,IL,60606,42,9,42-9,1,1006,Retail Food Establishment,,,2457,RENEW,,07/15/2008,09/08/2008,N,09/16/2008,09/15/2010,09/08/2008,09/09/2008,AAC,08/20/2009,,41.884574896,-87.635450695,"(41.88457489647465, -87.63545069475403)"
2089421-20110422,2089421,6700,3,"KOENIG'S PROVISION COMPANY, INC.",KOENIGS PROVISONS CO. INC.,230 N PEORIA ST 1ST,CHICAGO,IL,60607,27,1,27-1,12,1007,Wholesale Food Establishment,,,2089421,C_LOC,04/13/2011,04/13/2011,04/13/2011,N,04/22/2011,05/15/2012,04/21/2011,04/22/2011,AAC,01/04/2012,,41.886644242,-87.649984784,"(41.88664424182654, -87.64998478421981)"
1622073-20110316,2076643,86522,32,"ARAMARK SERVICES, INC",ARAMARK,21 S CLARK ST,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,,,1622073,RENEW,,01/14/2011,03/10/2011,N,03/16/2011,03/15/2013,03/10/2011,03/10/2011,AAC,11/18/2011,,41.881434313,-87.630720377,"(41.88143431313232, -87.63072037749313)"
2109686-20120123,2109686,365260,1,"HOWLISTIC GROOMER, INC.",HOWLISTIC GROOMING,1258 S HALSTED ST 1ST,CHICAGO,IL,60607,11,3,11-3,12,1064,Grooming Facility,,,2109686,ISSUE,08/09/2011,11/14/2011,11/14/2011,N,01/23/2012,02/15/2014,01/21/2012,01/23/2012,AAC,09/05/2012,,41.865416813,-87.647012737,"(41.86541681298206, -87.64701273650405)"
1799213-20080916,1918766,262275,3,"DUODESIGN, L.L.C.",DUO CONSULTING,1 N WACKER DR 9 950,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,1799213,RENEW,,07/15/2008,07/28/2008,N,09/16/2008,09/15/2010,07/28/2008,07/29/2008,AAC,06/30/2009,,41.881951876,-87.636620349,"(41.88195187648601, -87.63662034940238)"
1426007-20100516,2023513,36108,2,BEVERAGE TESTING INSTITUTE INC,BEVERAGE TESTING INSTITUTE,910 W VAN BUREN ST  5000,CHICAGO,IL,60607,25,6,25-6,12,1010,Limited Business License,,,1426007,RENEW,,03/15/2010,04/28/2010,N,05/16/2010,05/15/2012,04/28/2010,04/29/2010,AAC,01/06/2012,,41.876739242,-87.650036223,"(41.87673924162139, -87.6500362229023)"
40364-20120516,2143535,15949,1,OXXFORD CLOTHES XX,OXXFORD CLOTHES INC.,1220 W VAN BUREN ST 1ST,CHICAGO,IL,60607,28,16,28-16,12,1010,Limited Business License,,,40364,RENEW,,03/15/2012,09/27/2012,N,05/16/2012,05/15/2014,10/10/2012,10/11/2012,AAC,12/29/2012,,41.876615141,-87.657888614,"(41.87661514101035, -87.65788861446818)"
1337498-20051116,1639097,260721,1,GMAC COMMERCIAL HOLDING CAPITAL CORP,GMAC COMMERCIAL HOLDING CAPITAL CORP,100 S WACKER DR,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,1337498,RENEW,,09/22/2005,10/27/2005,N,11/16/2005,11/15/2006,10/27/2005,10/28/2005,AAC,05/24/2006,,41.880557025,-87.637131776,"(41.8805570251432, -87.63713177610846)"
59839-20031116,1431940,41216,1,DAYSTAR COMPUTER SYSTEMS INC,DAYSTAR COMPUTER SYSTEMS INC,222 S RIVERSIDE PLZ  2360,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,59839,RENEW,,09/26/2003,10/23/2003,N,11/16/2003,11/15/2004,10/23/2003,10/24/2003,AAC,10/28/2003,,41.878581561,-87.638578668,"(41.87858156072147, -87.6385786681057)"
1044464-20020216,1209251,48254,1,EXPERT TRAVEL & TOURS,EXPERT TRAVEL & TOURS,333 N MICHIGAN AVE  321,CHICAGO,IL,60601,42,44,42-44,1,1133,Broker,,,1044464,RENEW,,12/20/2001,01/23/2002,N,02/16/2002,02/15/2003,01/23/2002,01/24/2002,AAC,01/31/2003,,41.887542941,-87.624407002,"(41.88754294139151, -87.62440700245574)"
44178-20020216,1206456,35357,1,"INTERVIEWING CONSULTANTS, INC","INTERVIEWING CONSULTANTS, INC",19 S LA SALLE ST  900,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,44178,RENEW,,12/20/2001,02/05/2002,N,02/16/2002,02/15/2003,02/05/2002,02/06/2002,AAC,04/02/2003,,41.881419008,-87.632203208,"(41.88141900800828, -87.63220320776806)"
1905058-20100916,2047106,327886,1,GEV CORP.,GEV CORP.,360 N MICHIGAN AVE 10TH 1005,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,1905058,RENEW,,07/15/2010,10/06/2010,N,09/16/2010,09/15/2012,10/06/2010,10/07/2010,AAC,09/04/2012,,41.888140152,-87.62469579,"(41.88814015241156, -87.6246957901013)"
1964729-20110116,2065811,16996,25,"BURNHAM NATIONWIDE, INC.",DIANA URLAUB,111 W WASHINGTON ST 1ST,CHICAGO,IL,60602,42,9,42-9,1,1932,Expediter - Class B Employee,,,1964729,RENEW,,11/15/2010,01/03/2011,N,01/16/2011,01/15/2013,01/03/2011,01/04/2011,AAC,12/29/2012,,41.883100962,-87.631263221,"(41.88310096249641, -87.63126322078455)"
1277572-20041116,1537180,253467,1,"JENNIFER'S HAIR STUDIO, INC.",JENNIFER'S HAIR STUDIO,200 W MONROE ST,CHICAGO,IL,60606,42,49,42-49,1,1010,Limited Business License,,,1277572,RENEW,,09/27/2004,11/01/2004,N,11/16/2004,11/15/2005,11/01/2004,11/02/2004,AAC,03/25/2005,,41.880768961,-87.633874974,"(41.880768960917806, -87.63387497409452)"
17752-20070516,1808158,28411,1,THE FLAX COMPANY,THE FLAX CO,220 S WABASH AVE 1ST,CHICAGO,IL,60604,42,9,42-9,1,1010,Limited Business License,,,17752,RENEW,,03/23/2007,05/31/2007,N,05/16/2007,04/15/2008,05/31/2007,06/01/2007,AAC,09/17/2007,1,41.878995915,-87.626253754,"(41.878995915101136, -87.62625375435589)"
49848-20041116,1528160,37375,1,SF INVESTMENTS INC,SF INVESTMENTS INC,311 S WACKER DR  4990,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,49848,RENEW,,09/27/2004,11/05/2004,N,11/16/2004,11/15/2005,11/05/2004,11/08/2004,AAC,01/05/2005,,41.877791648,-87.636524344,"(41.877791648104406, -87.63652434443534)"
1678707-20060629,1678707,81365,27,"SODEXO AMERICA, LLC",TIERRA DEL SOL,233 S WACKER DR 2,CHICAGO,IL,60606,42,12,42-12,1,1475,Consumption on Premises - Incidental Activity,,,1678707,ISSUE,02/08/2006,05/05/2006,05/04/2006,N,06/29/2006,05/15/2007,06/29/2006,06/29/2006,AAC,01/12/2007,,41.878560154,-87.636523872,"(41.87856015362371, -87.63652387205532)"
