restaurantID,name,location,reviewCount,rating,categories,address,Hours,GoodforKids,AcceptsCreditCards,Parking,Attire,GoodforGroups,PriceRange,TakesReservations,Delivery,Takeout,WaiterService,OutdoorSeating,WiFi,GoodFor,Alcohol,NoiseLevel,Ambience,HasTV,Caters,WheelchairAccessible,webSite,phoneNumber,filReviewCount
UY0CZg8JQjAxXcI0KcZKPQ,"Manhattan's Bar","Manhattan's Bar - The Loop - Chicago, IL",14,3,"Nightlife, Bars, Pubs, METADATA","415 S Dearborn St (between Congress Pky & Van Buren St) Chicago, IL 60605 Neighborhood: The Loop",,,Yes,,,Yes,$,,,,,No,,,"Full Bar",,,,,Yes,,"(312) 957-0460",5
uy1u94JjPgbtnNpmmK6d-Q,Amtrak,"Amtrak - Near West Side - Chicago, IL",76,3,"Hotels & Travel, Travel Services, Transportation, Public Transportation, METADATA","225 S Canal St (between Adams St & Fulton St) Chicago, IL 60606 Neighborhood: Near West Side",,,,,,,,,,,,,,,,,,,,,http://www.amtrak.com,"(312) 655-2101",11
uy2bscWexAcIhOQJ_rn3cQ,"Essex Inn","Essex Inn - South Loop - Chicago, IL",56,3,"Event Planning & Services, Hotels, Hotels & Travel, METADATA","800 S Michigan Ave (between 8th St & 9th St) Chicago, IL 60605 Neighborhood: South Loop",,,Yes,,,,$$,,,,,,Free,,,,,,,,http://www.essexinn.com/,"(312) 939-2800",22
UyzgMkdwZNfJJNbGVayUTQ,"City Segway Tours","City Segway Tours - The Loop - Chicago, IL",44,5,"Hotels & Travel, Tours, METADATA","400 East Randolph St (at Field Blvd) Chicago, IL 60601 Neighborhood: The Loop","Mon-Sun 9 am - 5 pm",,,,,,,,,,,,,,,,,,,,http://www.citysegwaytours.com,"(312) 819-0186",28
UZkPd7jjCM1yCbzt58r8Ag,Opera,"Opera - CLOSED - Near Southside - Chicago, IL",292,4,"Restaurants, Chinese, Asian Fusion, METADATA","1301 S Wabash Ave (between 13th St & 14th St) Chicago, IL 60605 Neighborhood: Near Southside",,No,Yes,"Street, Valet",Casual,Yes,$$$,Yes,Yes,Yes,Yes,Yes,,Dinner,"Full Bar",,,,,Yes,http://www.opera-chicago.com,"(312) 461-0161",36
uzr-QMRV484fUurVpVTiCg,Chase,"Chase - The Loop - Chicago, IL",1,1,"Financial Services, Banks & Credit Unions, METADATA","141 W Jackson Blvd (at Michigan Ave) Chicago, IL 60604 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://chase.com,"(312) 588-0041",0
V-WJjfG_dlu0klZlR1KxqA,"Flat Top Stir-Fry Grill","Flat Top Stir-Fry Grill - The Loop - Chicago, IL",154,4,"Restaurants, Asian Fusion, METADATA","30 S Wabash Ave Chicago, IL 60603 Neighborhood: The Loop","Mon-Fri 11 am - 10 pm Sat-Sun 9 am - 10 pm",Yes,Yes,Street,Casual,Yes,$$,Yes,No,Yes,Yes,No,No,"Lunch, Dinner","Full Bar",Average,Casual,No,No,Yes,http://www.flattopgrill.com,"(312) 726-8400",20
V0SCHCKGVTZauvWgt2NncA,"City Staffing","City Staffing - The Loop - Chicago, IL",35,5,"Professional Services, Employment Agencies, METADATA","211 W Wacker Dr Ste 700 (between Franklin St & Wells St) Chicago, IL 60606 Neighborhood: The Loop","Mon-Fri 7:30 am - 5:30 pm",,,,,,,,,,,,,,,,,,,,http://www.citystaffing.com/,"(312) 346-3400",51
v1Ei_eihYKZ5N9pyonyREg,"Kaiyo Sushi","Kaiyo Sushi - CLOSED - The Loop - Chicago, IL",9,3,"Restaurants, Sushi Bars, METADATA","60 E Lake St (between Wabash Ave & Dearborn St) Chicago, IL 60601 Neighborhood: The Loop",,Yes,Yes,,Casual,Yes,$$,Yes,Yes,Yes,Yes,No,,Dinner,No,,,,,Yes,,"(312) 269-0001",2
V1pKsi9h_ekAzu9TzkpLxw,Subway,"Subway - The Loop - Chicago, IL",1,1,"Restaurants, Sandwiches, METADATA","Pedway Level 300 E Randolph Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.subway.com,"(312) 540-1087",0
V1SUjabXyErh9cnr9Py9Qw,"Grace O'Malley's","Grace O'Malley's - CLOSED - Near Southside - Chicago, IL",90,3,"Nightlife, Restaurants, Irish, METADATA","1416 S Michigan Ave (at 14th St) Chicago, IL 60605 Neighborhood: Near Southside",,Yes,Yes,Street,Casual,Yes,$$,Yes,No,Yes,Yes,No,,"Lunch, Dinner","Full Bar",,,,,Yes,http://www.graceomalleychicago.com,"(312) 588-1800",12
v2Ix2WXBy3he0mco3AqhUw,"System Parking","System Parking - South Loop - Chicago, IL",1,1,"Automotive, Parking, METADATA","835 S Wabash Ave (between 9th St & 8th St) Chicago, IL 60605 Neighborhood: South Loop",,,,,,,,,,,,,,,,,,,,,http://www.systemparking.com,"(312) 554-0734",0
v2N1YRQaOGaGcjPSuHXpnA,"Stuart B Handelman","Stuart B Handelman - The Loop - Chicago, IL",1,5,"Professional Services, Lawyers, Bankruptcy Law, METADATA","200 S Michigan Ave Ste 1215 (between Adams St & Jackson Blvd) Chicago, IL 60604 Neighborhood: The Loop","Mon-Fri 9 am - 5 pm",,,,,,,,,,,,,,,,,,,,http://chicagolandbankruptcy.com,"(312) 360-0500",1
V58umA7q3w_S8l95Me2XbQ,"BALANI Custom Clothiers","BALANI Custom Clothiers - The Loop - Chicago, IL",8,5,"Shopping, Fashion, Men's Clothing, METADATA","10 S La Salle St Ste 210 (between Madison St & Arcade Pl) Chicago, IL 60603 Neighborhood: The Loop","Mon-Fri 10 am - 6 pm",,Yes,,,,$$$,,,,,,,,,,,,,Yes,http://www.balanicustom.com,"(312) 263-9003",23
V5m-GiauWDfzIiNedZhVfQ,"Joseph Toups, DDS","Joseph Toups, DDS - The Loop - Chicago, IL",7,5,"Health and Medical, Dentists, General Dentistry, METADATA","25 E Washington St (between State St & Holden Ct) Chicago, IL 60602 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 263-6894",2
V8Lyk0IKRGfb6AqPVfc48A,"Chicago Summer Dance at Grant Park","Chicago Summer Dance at Grant Park - South Loop - Chicago, IL",33,5,"Arts & Entertainment, METADATA","601 S Michigan Ave (between Balbo Ave & Harrison St) Chicago, IL 60605 Neighborhood: South Loop",,Yes,,,,,,,,,,,,,,,,,,,http://www.chicagosummerdance.org,,4
V8R15w1Sv60PNpiKKiRkNg,Comed,"Comed - The Loop - Chicago, IL",16,2,"Public Services & Government, METADATA","311 W Washington St (between Franklin St & Lover) Chicago, IL 60606 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 394-4321",11
v9d1-W91yQXPRKSk-c44-A,"The BISTRO At 151","The BISTRO At 151 - The Loop - Chicago, IL",10,3,"Restaurants, American (Traditional), Greek, Mediterranean, METADATA","Hyatt Regency Chicago 151 East Wacker Drive Chicago, IL 60601",,Yes,Yes,,Casual,Yes,$$,No,No,No,Yes,No,,,No,Loud,,Yes,,Yes,http://chicagoregency.hyatt.com,"(312) 565-1234",2
v9juVZZUeFiflHK612nODg,Puma,"Puma - The Loop - Chicago, IL",12,4,"Shopping, METADATA","108 North State Street (between Washington St & Court Pl) Chicago, IL 60602 Neighborhood: The Loop",,,Yes,,,,$$,,,,,,,,,,,,,Yes,http://www.puma.com/us/en/pindex.jâ€¦,"(312) 263-9006",1
v9mgNbXlvLBaUBRb05jEBA,"Petar Tofovic, DMD","Petar Tofovic, DMD - The Loop - Chicago, IL",7,5,"Health and Medical, Dentists, METADATA","25 E Washington St Ste 1707 (between State St & Holden Ct) Chicago, IL 60602 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 263-7200",7
V9rp-yT8GR834JhMTndQmQ,Perspectives,"Perspectives - The Loop - Chicago, IL",1,4,"Health and Medical, Counseling & Mental Health, METADATA","20 N Clark St Ste 2650 (between Madison St & Calhoun Pl) Chicago, IL 60602 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 558-5310",0
VAim0nZXXk0ygDzJgOX7Vw,"A Better Resume Service","A Better Resume Service - The Loop - Chicago, IL",8,3,"Professional Services, Employment Agencies, METADATA","134 N LaSalle St Ste 1915 Chicago, IL 60602 Neighborhood: The Loop","Mon-Fri 9 am - 5 pm",,,,,,,,,,,,,,,,,,,,http://www.betterresume.com,"(312) 368-8888",0
VbLi_PsOuoCeodjKzS1Lpg,"Argo Tea","Argo Tea - The Loop - Chicago, IL",13,5,"Food, Coffee & Tea, METADATA","Willis Atrium 233 S Wacker Dr Chicago, IL 60606 Neighborhood: The Loop","Mon-Fri 5:30 am - 6:30 pm",,Yes,,,,$,,,,,No,Free,,,,,,,Yes,http://www.argotea.com,"(312) 386-7149",1
VC1zx4quLpX9E_aUHYLg6g,"Global Rhythms","Global Rhythms - The Loop - Chicago, IL",1,5,"Arts & Entertainment, Performing Arts, METADATA","Harris Theatre 205 E Randolph Chicago, IL 60606",,,,,,,,,,,,,,,,,,,,,http://www.harristheaterchicago.orâ€¦,"(312) 334-7777",0
VcpQ3VBhHi6-E982yPByIw,"The Lancaster","The Lancaster - The Loop - Chicago, IL",1,4,"Home Services, Real Estate, Apartments, METADATA","201 N Westshore Dr Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.magellandevelopment.com,,0
VCxI-pr1d-BomTQi09EbtQ,"Downtown Apartment Company","Downtown Apartment Company - The Loop - Chicago, IL",4,5,"Home Services, Real Estate, Apartments, METADATA","180 N Wacker Dr Ste 100 (between Adams St & Lake St) Chicago, IL 60606 Neighborhood: The Loop","Mon-Fri 10 am - 6 pm",,,,,,,,,,,,,,,,,,,,http://www.freedowntown.com,"(312) 772-3929",9
vD_0vSkkCMrcJEyfQrKL0g,"Zizic Dental","Zizic Dental - The Loop - Chicago, IL",2,3,"Health and Medical, Dentists, General Dentistry, Cosmetic Dentists, METADATA","25 E Washington St Ste 1905 (between Holden Ct & Wabash Ave) Chicago, IL 60602 Neighborhood: The Loop","Mon-Fri 9 am - 5 pm",,,,,,,,,,,,,,,,,,,,http://www.zizicdental.com,"(312) 641-0002",13
vEr2Zi-dkDbpI0OzNemTew,"La Cantina","La Cantina - The Loop - Chicago, IL",27,3,"Restaurants, Italian, Steakhouses, Seafood, METADATA","71 W Monroe St (between Michigan Ave & Wabash Ave) Chicago, IL 60603 Neighborhood: The Loop",,No,Yes,Valet,Casual,Yes,$$,Yes,No,Yes,Yes,No,,Dinner,"Full Bar",Quiet,,No,Yes,No,http://www.lacantina-chicago.com,"(312) 332-7005",15
VeZlHqQr9_zP1DQoI3evmg,"Kamerlink Stark McCormack & Powers","Kamerlink Stark McCormack & Powers - The Loop - Chicago, IL",1,5,"Professional Services, Lawyers, METADATA","221 N La Salle Street Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 855-0324",0
VfHXAaOkhCyxoVw50bL9QA,Eyelines,"Eyelines - The Loop - Chicago, IL",15,4,"Health and Medical, Optometrists, Shopping, Eyewear & Opticians, METADATA","50 S Clark St Chicago, IL 60603 Neighborhood: The Loop","Mon, Fri 9 am - 5 pm Tue-Thu 9 am - 6 pm",,Yes,,,,$$$,,,,,,,,,,,,,Yes,http://www.eyelines.com/,"(312) 236-6460",5
vG-g_ScbRDYWQwv2hgtvOg,Cars.com,"Cars.com - The Loop - Chicago, IL",2,3,"Automotive, METADATA","175 West Jackson Blvd (at Michigan Ave) Chicago, IL 60604 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.cars.com,"(312) 601-5000",0
vGS0dijuI5jTSBgL27Q-Zg,"City Center Chiropractic & Rehabilitation","City Center Chiropractic & Rehabilitation - The Loop - Chicago, IL",3,5,"Health and Medical, Chiropractors, Rehabilitation Center, METADATA","300 W Adams Ste 515 (between Wacker Dr & Franklin St) Chicago, IL 60606 Neighborhood: The Loop","Mon, Wed, Fri 9 am - 6:30 pm Tue, Thu 8:30 am - 6:30 pm",,,,,,,,,,,,,,,,,,,,http://www.citycenterchiropractic.â€¦,"(312) 223-0692",2
VGUBjSh3BwFntlaAOMRgRA,"European Touch Salon and Day Spa","European Touch Salon and Day Spa - South Loop - Chicago, IL",11,3,"Beauty and Spas, Hair Salons, Nail Salons, Day Spas, METADATA","47 W Polk St (between Dearborn St & Federal St) Chicago, IL 60605 Neighborhood: South Loop","Mon-Thu 10 am - 7 pm Fri-Sat 9 am - 7 pm",No,Yes,Street,,,$$,,,,,,,,,,,,,Yes,,"(312) 986-8230",19
vgY04DIZ_H-C76byA4DbBg,"Nails Naturally Hand & Foot Spa","Nails Naturally Hand & Foot Spa - The Loop - Chicago, IL",7,4,"Beauty and Spas, Nail Salons, METADATA","55 E Washington St Ste 421 (between Clark St & Dearborn St) Chicago, IL 60602 Neighborhood: The Loop","Wed-Fri 9 am - 6 pm Sat 9 am - 3 pm",,Yes,,,,$$$,,,,,,,,,,,,,Yes,http://www.nailsnaturally.com,"(312) 236-8477",5
vHKN9wutsLJzeE1k6HC1cA,"Naturalizer Shoes","Naturalizer Shoes - The Loop - Chicago, IL",5,2,"Shopping, Fashion, Shoe Stores, METADATA","28 E Randolph St (between State St & Wabash Ave) Chicago, IL 60601 Neighborhood: The Loop",,,Yes,,,,$$,,,,,,,,,,,,,,,"(312) 346-5838",0
viikU_jvPzm6y9tCQwKyLQ,SpotHero,"SpotHero - The Loop - Chicago, IL",17,5,"Automotive, Parking, Hotels & Travel, Travel Services, METADATA","200 S Wacker (between Post Pl & Adams St) Chicago, IL 60606 Neighborhood: The Loop","Mon-Sun 6 am - 5:30 am",,,,,,,,,,,,,,,,,,,,http://spothero.com,"(312) 566-7768",35
VIojEv4Vucr7tmgJjO_8nw,"Frietkoten Belgian Fries & Beer","Frietkoten Belgian Fries & Beer - Near West Side - Chicago, IL",26,4,"Restaurants, Belgian, METADATA","131 N Clinton St Chicago, IL 60606 Neighborhood: Near West Side",,Yes,No,,Casual,No,$,No,No,Yes,No,No,,Lunch,No,,,,No,Yes,http://www.frenchmarketchicago.comâ€¦,"(312) 575-0306",2
vjhwvtpgYjNR9Tjui7BJNg,"That's Our Bag","That's Our Bag - The Loop - Chicago, IL",13,4,"Shopping, Fashion, Accessories, METADATA","200 N Michigan Ave (between Lake St & Wacker Pl) Chicago, IL 60601 Neighborhood: The Loop",,,Yes,,,,$$,,,,,,,,,,,,,Yes,http://www.thatsourbag.com/,"(312) 984-3510",3
vkDIWNVOPbEt_id7TtBuCA,"Secretary of State","Secretary of State - The Loop - Chicago, IL",4,4,"Public Services & Government, METADATA","17 N State St Ste 1137 (between Madison St & Calhoun Pl) Chicago, IL 60602 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 744-7275",1
VkIQgupDqCFZorV8Ro-89A,"State and Lake Chicago Tavern","State and Lake Chicago Tavern - The Loop - Chicago, IL",156,3,"Restaurants, American (New), METADATA","The Wit Hotel 201 N State St Chicago, IL 60601 Neighborhood: The Loop","Mon-Thu 6:30 am - 11 pm Fri 6:30 am - 12 am Sat 7 am - 12 am Sun 7 am - 10 pm",No,Yes,"Street, Valet",Casual,Yes,$$,Yes,No,Yes,Yes,Yes,Paid,Dinner,"Full Bar",Average,Trendy,Yes,,Yes,http://www.stateandlakechicago.com,"(312) 239-9400",11
Vks1nQMwiC5MgOb4WDRueg,"Fannie May Fine Chocolates","Fannie May Fine Chocolates - The Loop - Chicago, IL",28,4,"Food, Specialty Food, Chocolatiers and Shops, Candy Stores, METADATA","343 N Michigan Ave (between Lower Wacker Dr & Macchesneyer Dr) Chicago, IL 60601 Neighborhood: The Loop",,,Yes,Street,,,$$,,,,,,,,,,,,,Yes,http://www.fanniemay.com,"(312) 453-0010",4
VkT6L3bwcxV6fIDDO-b-eQ,"Great Steak & Potato Co.","Great Steak & Potato Co. - The Loop - Chicago, IL",6,3,"Restaurants, Fast Food, Sandwiches, METADATA","233 N Michigan Ave Illinois Center (between Lake St & Wacker Pl) Chicago, IL 60601 Neighborhood: The Loop",,No,Yes,,Casual,No,$,No,No,Yes,No,No,,Lunch,No,,,,,Yes,http://www.thegreatsteak.com,"(312) 540-1219",1
Vkx4SNd56wWzQzu44KtfLg,"Chicagoland Endodontics Ltd","Chicagoland Endodontics Ltd - The Loop - Chicago, IL",1,3,"Health and Medical, Dentists, General Dentistry, METADATA","55 E Washington Street Chicago, IL 60602 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 853-3636",0
Vlwc2Z_hMMtCY3gYWfIVmg,"Central Loop Hotel","Central Loop Hotel - The Loop - Chicago, IL",25,4,"Event Planning & Services, Hotels, Hotels & Travel, METADATA","111 W Adams St (between La Salle St & Clark St) Chicago, IL 60603 Neighborhood: The Loop",,,Yes,,,,$$,,,,,,Free,,,,,,,,http://www.centralloophotel.com,"(312) 601-3525",0
vnPbptTIVhqwrGh45aMykw,"Roma Pizza","Roma Pizza - The Loop - Chicago, IL",8,3,"Restaurants, Pizza, METADATA","105 W Madison St (between La Salle St & Clark St) Chicago, IL 60602 Neighborhood: The Loop","Mon-Fri 9:30 am - 9:30 pm Sat 11 am - 10:30 pm",Yes,Yes,,Casual,No,$,No,Yes,Yes,No,No,,,No,,,,,,http://www.romapizzaandpasta.com/,"(312) 456-0040",4
VNWxBy3jYi2-pENSdKO9Vw,"Pat's Pizzeria","Pat's Pizzeria - Printer's Row - Chicago, IL",130,4,"Restaurants, Pizza, METADATA","628 S Clark St (between Harrison St & Polk St) Chicago, IL 60605 Neighborhoods: Printer's Row, South Loop","Mon-Thu, Sun 11 am - 11 pm Fri-Sat 11 am - 12 am",Yes,Yes,Street,Casual,No,$$,No,Yes,Yes,No,No,No,Dinner,No,Quiet,,No,,Yes,http://www.PatsSouthLoop.com,"(312) 427-2320",12
VNXYvgPQjKIWfUQkR9YgAw,"Gina's Cuisine","Gina's Cuisine - CLOSED - The Loop - Chicago, IL",12,4,"Restaurants, American (Traditional), METADATA","424 S Wabash Ave (between Van Buren St & Congress Pky) Chicago, IL 60605 Neighborhood: The Loop",,Yes,Yes,Street,Casual,No,$,No,No,Yes,No,No,,,No,,,,,,,"(312) 554-1215",0
VOvLCZxR64BlreZL7Sgupg,"Argosy University","Argosy University - The Loop - Chicago, IL",8,2,"Education, Colleges & Universities, METADATA","225 North Michigan Avenue Ste 1300 (between Lake St & Wacker Pl) Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.argosy.edu,"(888) 607-2392",3
VP2cA_5oLsuF56CkenjphA,"Gold Coast Dogs","Gold Coast Dogs - The Loop - Chicago, IL",80,3,"Restaurants, Hot Dogs, Burgers, METADATA","159 N Wabash Ave Chicago, IL 60601 Neighborhood: The Loop","Mon-Fri 10 am - 8 pm Sat 10 am - 7 pm Sun 11 am - 6 pm",Yes,Yes,Street,Casual,No,$,No,No,Yes,No,No,No,Lunch,,Average,,No,,Yes,http://www.goldcoastdog.com,"(312) 917-1677",4
VPUiIyXHHTcIs06ca_hRSQ,"Silk Road","Silk Road - The Loop - Chicago, IL",38,4,"Restaurants, Chinese, METADATA","19 S La Salle St (between Arcade Pl & Madison St) Chicago, IL 60603 Neighborhood: The Loop",,Yes,Yes,,Casual,Yes,$,No,No,Yes,No,No,No,Lunch,No,Quiet,,No,,Yes,,"(312) 558-1999",5
Vq-EtfJGBi5oP_DWZh8gkQ,"Corner Bakery Cafe","Corner Bakery Cafe - The Loop - Chicago, IL",28,4,"Restaurants, Breakfast & Brunch, Sandwiches, Event Planning & Services, Caterers, METADATA","Goodman Theatre 56 W Randolph St Chicago, IL 60602 Neighborhood: The Loop","Mon-Fri 6:30 am - 8 pm Sat 8 am - 8 pm Sun 8 am - 7 pm",Yes,Yes,,Casual,No,$,No,Yes,Yes,No,No,Free,Breakfast,No,Average,,,,Yes,http://www.cornerbakerycafe.com,"(312) 346-9492",2
vq1RxWc-xGWk7idaCsvygQ,"Citibank F S B","Citibank F S B - The Loop - Chicago, IL",3,4,"Financial Services, Banks & Credit Unions, METADATA","233 N Michigan Avenue Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 977-5881",0
vqCfdZCRH7h6eAB0U7ANGg,"Luke's Italian Beef","Luke's Italian Beef - The Loop - Chicago, IL",114,4,"Restaurants, Italian, Burgers, Pizza, METADATA","215 W Jackson Blvd (between Franklin St & Wells St) Chicago, IL 60606 Neighborhood: The Loop",,Yes,Yes,Street,Casual,Yes,$,No,No,Yes,No,No,No,Lunch,No,Average,Casual,No,No,No,,"(312) 939-4204",8
VQzihROe-sNtItXvXuC0Jw,"Marquette Inn Restaurant","Marquette Inn Restaurant - CLOSED - The Loop - Chicago, IL",18,3,"Restaurants, METADATA","300 W Adams St (between Franklin St & Wacker Dr) Chicago, IL 60606 Neighborhood: The Loop",,Yes,Yes,,Casual,Yes,$,,,Yes,Yes,No,,Breakfast,"Full Bar",,,,,,,"(312) 346-1292",2
VS5cB2QeF8b1N3cr_x70DA,"Cirque Eloize","Cirque Eloize - The Loop - Chicago, IL",1,5,"Arts & Entertainment, Performing Arts, METADATA","151 W Randolph St Chicago, IL 60602 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.cirque-eloize.com,"(800) 775-2000",0
vSONj_u31H8ESeBghe1XOw,"Cortiva  Massage Therapy Centers","Cortiva  Massage Therapy Centers - The Loop - Chicago, IL",20,4,"Beauty and Spas, Massage, METADATA","18 N Wabash Ave Chicago, IL 60602 Neighborhood: The Loop","Mon 9 am - 8 pm Tue-Fri 9 am - 9 pm Sat-Sun 9 am - 6 pm",,Yes,,,,$$,,,,,,,,,,,,,Yes,http://mtc.cortiva.com,"(312) 753-7990",1
vSPwIi7cLzgZh2yhju__3Q,"US Post Office","US Post Office - The Loop - Chicago, IL",20,2,"Public Services & Government, Post Offices, METADATA","200 E Randolph St (at Stetson Ave) Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.usps.com,,0
vT1SP3taJMJhhkUnEe5PbQ,"Pure Rain Nail Spa","Pure Rain Nail Spa - The Loop - Chicago, IL",86,4,"Beauty and Spas, Nail Salons, METADATA","437 S Dearborn St (between Van Buren St & Congress Pky) Chicago, IL 60605 Neighborhood: The Loop","Mon-Fri 10 am - 8 pm Sat 10 am - 7 pm Sun 11 am - 6 pm",,Yes,Street,,,$$,,,,,,,,,,,,,Yes,http://purerainnailspa.com,"(312) 922-6245",42
vtGAHJ9kSkjsEdTmjHrbkA,"Pret A Manger","Pret A Manger - The Loop - Chicago, IL",59,4,"Restaurants, Sandwiches, METADATA","100 N LaSalle St Chicago, IL 60601 Neighborhood: The Loop",,Yes,Yes,Street,Casual,Yes,$$,No,No,Yes,No,No,,Lunch,No,Average,Casual,No,Yes,Yes,http://www.pret.com,,3
VuqXyU0WDKpf5gnOz-POhw,"Billy Goat Tavern & Grill","Billy Goat Tavern & Grill - The Loop - Chicago, IL",52,3,"Nightlife, Bars, Pubs, Restaurants, American (Traditional), METADATA","330 S Wells St Chicago, IL 60606 Neighborhood: The Loop",,No,Yes,Street,Casual,Yes,$,No,No,Yes,No,No,,Lunch,"Full Bar",Average,,Yes,Yes,Yes,,"(312) 554-0297",5
VV3we84reBfGrZMK5ZBi2g,"Oreste Jewelers","Oreste Jewelers - The Loop - Chicago, IL",9,4,"Shopping, Jewelry, METADATA","40 W Lake St Lower Lobby of the Leo Burnett Building (between State St & Wabash Ave) Chicago, IL 60601","Mon-Fri 10 am - 6 pm",,Yes,,,,$$,,,,,,,,,,,,,Yes,,"(312) 701-1220",9
VVcTaBUH3cAObS5Lxsje3w,"Caffe Baci","Caffe Baci - Near West Side - Chicago, IL",40,4,"Restaurants, Italian, METADATA","10 S Riverside Plz (between Madison St & Monroe St) Chicago, IL 60606 Neighborhood: Near West Side","Mon-Fri 6:30 am - 5 pm",Yes,Yes,Street,Casual,Yes,$,No,No,Yes,No,Yes,,Lunch,No,Quiet,,No,Yes,Yes,http://www.caffebaci.com,"(312) 379-0283",10
VVGGghKcu6Qx0RVoXcjcTA,"Wellness Bound","Wellness Bound - The Loop - Chicago, IL",2,5,"Health and Medical, Chiropractors, Weight Loss Centers, METADATA","111 N Wabash Ave Ste 712 Chicago, IL 60602 Neighborhood: The Loop","Mon-Tue, Thu 9 am - 6 pm Wed 1 pm - 7 pm Fri-Sat 9 am - 2 pm",,,,,,,,,,,,,,,,,,,,http://www.wellnessboundhealing.com,"(312) 658-3300",1
vvhfPV-Llkd4fE2SHuLVvA,"The Gage","The Gage - The Loop - Chicago, IL",883,4,"Restaurants, Gastropubs, American (New)","24 S Michigan Ave (between Madison St & Monroe St) Chicago, IL 60603 Neighborhood: The Loop","Mon-Wed 11 am - 10 pm Thu-Fri 11 am - 11 pm Sat 10 am - 11 pm Sun 10 am - 10 pm",No,Yes,"Garage, Street, Valet",Casual,Yes,$$$,Yes,No,Yes,Yes,Yes,No,Dinner,"Full Bar",Average,Classy,Yes,No,Yes,http://www.thegagechicago.com,"(312) 372-4243",79
vVNyyI75RVIfUHatVrpsRg,"Bradford Miller Law, PC","Bradford Miller Law, PC - The Loop - Chicago, IL",5,5,"Professional Services, Lawyers, Real Estate Law, METADATA","134 N LaSalle Ste 1040 Chicago, IL 60602 Neighborhood: The Loop","Mon-Fri 8:30 am - 5 pm",,,,,,,,,,,,,,,,,,,,http://www.bradfordmillerlaw.com/,"(312) 238-9298",8
VVuw6BnXEbn5RkIA3U0o-g,"Planned Parenthood","Planned Parenthood - The Loop - Chicago, IL",11,4,"Health and Medical, Medical Centers, Doctors, Obstetricians and Gynecologists, Fertility, METADATA","Loop Health Center 18 S. Michigan Avenue, 6th Floor Chicago, IL 60603 Neighborhood: The Loop","Mon-Wed 8 am - 4 pm Thu 11 am - 7 pm Fri-Sat 8 am - 2 pm",,,,,,,,,,,,,,,,,,,,http://www.plannedparenthood.org,"(312) 592-6700",0
VYXf-xHXcKMIlixNfuOIVw,"65 Asian Kitchen","65 Asian Kitchen - The Loop - Chicago, IL",24,3,"Restaurants, Chinese, METADATA","111 W Jackson Blvd Ste 1 (at Michigan Ave) Chicago, IL 60604 Neighborhood: The Loop",,Yes,Yes,Street,Casual,Yes,$,No,No,Yes,No,No,No,Lunch,No,Average,,No,,Yes,http://www.65asiankitchen.com,"(312) 566-6565",2
VZ7M9EBqURLI4n55WCI8dg,"Bar Novo","Bar Novo - The Loop - Chicago, IL",22,4,"Nightlife, Bars, METADATA","1 W Wacker Dr Renaissance Chicago Hotel (at Wabash Ave) Chicago, IL 60601 Neighborhood: The Loop","Mon-Sat 1 pm - 2 am Sun 1 pm - 12 am",,Yes,"Garage, Street, Valet",,Yes,$$$,,,,,No,,,"Full Bar",Average,"Classy, Upscale, Intimate",Yes,,Yes,http://www.barnovo.com/,"(312) 372-7200",4
vz7ZaX5QoHDzfUXEo5Ifdw,"Bonjour Cafe","Bonjour Cafe - The Loop - Chicago, IL",8,4,"Restaurants, Breakfast & Brunch, Cafes, METADATA","100 W Randolph St (between Michigan Ave & Beaubien Ct) Chicago, IL 60601 Neighborhood: The Loop",,,,,Casual,,$,No,,,,Yes,,,,,,,,Yes,,"(312) 553-0305",1
vZbDARpCbOg2A1bdsfSkGw,"Le Sole Tanning","Le Sole Tanning - CLOSED - South Loop - Chicago, IL",18,4,"Beauty and Spas, Tanning, METADATA","1130 S Wabash Ave (between 11th St & Roosevelt Rd) Chicago, IL 60605 Neighborhood: South Loop",,,Yes,Street,,,$$,,,,,,,,,,,,,Yes,http://www.lesoletanning.com,"(312) 235-1100",15
